"title","Unnamed..0","Release_Date","Developers","Summary","Platforms","Genres","Rating","Plays","Playing","Backlogs","Wishlist","Lists","Reviews","img","console","genre","publisher","developer","critic_score","total_sales","na_sales","jp_sales","pal_sales","other_sales","release_date","last_update"
"TOM CLANCYS RAINBOW SIX VEGAS 2",2404,"Mar 18, 2008","['Ubisoft Entertainment', 'Ubisoft Montreal']","Tom Clancy's Rainbow Six Vegas 2 - the sequel to the award-winning next-generation first-person shooter - returns to Sin City. Tom Clancy's Rainbow Six Vegas 2 is your last chance to rescue America's sexiest city from an escalating terrorist siege that will force you into heart-pounding action from beginning to end. The best are back and this time winner takes all.
Recipient of numerous awards, including 2006 Best First Person Shooter and Best Online Game, Tom Clancy's Rainbow Six Vegas 2 pushes the top-selling franchise to new heights with new gameplay features and groundbreaking co-op and multiplayer modes.
Ubisoft Montreal Returns - Rainbow Six Vegas 2 is back in the hands of Ubisoft's Montreal studio, creators of the award-winning and highly acclaimed Rainbow Six Vegas, to ensure that ending to the Vegas story is one you'll never forget.
More Vegas - Sin City is back and bigger than before. Explore all new Vegas hot spots as the environment changes from dusk to bright daylight to dawn, creating a visual experience that is as challenging as it is breathtaking.
More Multiplayer - The highly acclaimed multiplayer mode in Tom Clancy's Rainbow Six Vegas has been upgraded to include 11 new, smaller maps that force more intense face-offs, 2 new adversarial modes, more rewards, and easier access to matches using the improved and intuitive matchmaking system.
Unprecedented Customizable Experience - Create your own identity that stays the same in both single player and multiplayer modes and progresses as you do. Reap the benefits of your single player rewards in multiplayer and vice versa.
Vastly Improved Co-op mode - Turn single player mode into co-op mode at any time, just by jumping into the game. Now your friend can jump into your single player game and help you without any change to the story. Single player maps and storyline were created with co-op in mind, which means every map has multiple entry points and the story is the same.
Improved AI - AI is more challenging than ever. Now, the terrorists are equipped with thermal vision, night vision, and shields - not to mention a multitude of varying reactions - all of which are guaranteed to give you a new playing experience every time you go into battle. As you progress within the game, you'll only be able to outsmart your enemies by taking advantage of intel opportunities, such as thermal scanning, and tactical strategies, such as leapfrogging.
New Weapons and Armor - Take down the terrorists more effectively using 11 new weapons. New camouflage, clothing and gear allow you to take customization to the next level.","['Windows PC', 'Xbox 360', 'PlayStation 3']","['Shooter', 'Strategy', 'Tactical']",3.5,"1.5K","10","229","65","121","34","/games/boxart/full_3761361AmericaFrontccc.jpg","PS3","Shooter","Ubisoft","Ubisoft Montreal",8.2,1.34,0.66,0.04,0.45,0.2,"19-03-2008",""
"TOM CLANCYS RAINBOW SIX VEGAS 2",2404,"Mar 18, 2008","['Ubisoft Entertainment', 'Ubisoft Montreal']","Tom Clancy's Rainbow Six Vegas 2 - the sequel to the award-winning next-generation first-person shooter - returns to Sin City. Tom Clancy's Rainbow Six Vegas 2 is your last chance to rescue America's sexiest city from an escalating terrorist siege that will force you into heart-pounding action from beginning to end. The best are back and this time winner takes all.
Recipient of numerous awards, including 2006 Best First Person Shooter and Best Online Game, Tom Clancy's Rainbow Six Vegas 2 pushes the top-selling franchise to new heights with new gameplay features and groundbreaking co-op and multiplayer modes.
Ubisoft Montreal Returns - Rainbow Six Vegas 2 is back in the hands of Ubisoft's Montreal studio, creators of the award-winning and highly acclaimed Rainbow Six Vegas, to ensure that ending to the Vegas story is one you'll never forget.
More Vegas - Sin City is back and bigger than before. Explore all new Vegas hot spots as the environment changes from dusk to bright daylight to dawn, creating a visual experience that is as challenging as it is breathtaking.
More Multiplayer - The highly acclaimed multiplayer mode in Tom Clancy's Rainbow Six Vegas has been upgraded to include 11 new, smaller maps that force more intense face-offs, 2 new adversarial modes, more rewards, and easier access to matches using the improved and intuitive matchmaking system.
Unprecedented Customizable Experience - Create your own identity that stays the same in both single player and multiplayer modes and progresses as you do. Reap the benefits of your single player rewards in multiplayer and vice versa.
Vastly Improved Co-op mode - Turn single player mode into co-op mode at any time, just by jumping into the game. Now your friend can jump into your single player game and help you without any change to the story. Single player maps and storyline were created with co-op in mind, which means every map has multiple entry points and the story is the same.
Improved AI - AI is more challenging than ever. Now, the terrorists are equipped with thermal vision, night vision, and shields - not to mention a multitude of varying reactions - all of which are guaranteed to give you a new playing experience every time you go into battle. As you progress within the game, you'll only be able to outsmart your enemies by taking advantage of intel opportunities, such as thermal scanning, and tactical strategies, such as leapfrogging.
New Weapons and Armor - Take down the terrorists more effectively using 11 new weapons. New camouflage, clothing and gear allow you to take customization to the next level.","['Windows PC', 'Xbox 360', 'PlayStation 3']","['Shooter', 'Strategy', 'Tactical']",3.5,"1.5K","10","229","65","121","34","/games/boxart/full_8847992AmericaFrontccc.jpg","X360","Shooter","Ubisoft","Ubisoft Montreal",8.2,2.42,1.56,0.02,0.61,0.23,"18-03-2008",""
"TOM CLANCYS SPLINTER CELL BLACKLIST",1952,"Aug 20, 2013","['Ubisoft Entertainment', 'Ubisoft Toronto']","Splinter Cell Blacklist builds on the stealth roots of the franchise, while exploring new directions to embrace the realms of action and adventure. Players can define their personal play styles and be rewarded for those choices.
Ghost players want to remain undetected.
Assault players rely on instincts and firepower to deal with a situation.
Panther players strike lethally from the shadows in the most efficient and silent way.","['Windows PC', 'Wii U', 'Xbox 360', 'PlayStation 3']","['Adventure', 'Shooter', 'Tactical']",3.5,"2.4K","29","576","224","217","62","/games/boxart/full_6902662AmericaFrontccc.jpg","X360","Action-Adventure","Ubisoft","Ubisoft Toronto",8.4,1,0.57,0.01,0.33,0.09,"20-08-2013","08-03-2018"
"TOM CLANCYS SPLINTER CELL BLACKLIST",1952,"Aug 20, 2013","['Ubisoft Entertainment', 'Ubisoft Toronto']","Splinter Cell Blacklist builds on the stealth roots of the franchise, while exploring new directions to embrace the realms of action and adventure. Players can define their personal play styles and be rewarded for those choices.
Ghost players want to remain undetected.
Assault players rely on instincts and firepower to deal with a situation.
Panther players strike lethally from the shadows in the most efficient and silent way.","['Windows PC', 'Wii U', 'Xbox 360', 'PlayStation 3']","['Adventure', 'Shooter', 'Tactical']",3.5,"2.4K","29","576","224","217","62","/games/boxart/full_496902AmericaFrontccc.jpg","PS3","Action-Adventure","Ubisoft","Ubisoft Toronto",8.3,0.98,0.34,0.06,0.44,0.15,"20-08-2013","08-03-2018"
"TOM CLANCYS SPLINTER CELL CONVICTION",1953,"Apr 13, 2010","['Ubisoft Entertainment', 'Ubisoft Montreal']","Experience an unparalleled level of action as you navigate the world of Sam Fisher. Go online or split screen in four co-op modes. Play the prologue to the single player storyline in co-op.","['Windows PC', 'Android', 'Mac', 'Xbox 360', 'iOS']","['Shooter', 'Tactical']",3.2,"2.4K","8","390","148","196","66","/games/boxart/full_7305262AmericaFrontccc.jpg","X360","Action","Ubisoft","Ubisoft Montreal",8.6,2.06,1.2,0.04,0.62,0.19,"13-04-2010",""
"TOM CLANCYS SPLINTER CELL DOUBLE AGENT",2393,"Oct 17, 2006","['Ubisoft Entertainment', 'Ubisoft Milan']","The best-selling Tom Clancy's Splinter Cell saga takes on an entirely new direction. In the highly anticipated sequel to the 2005 game of the year, Tom Clancy's Splinter Cell Double Agent, play as a double agent spy for the first time ever. Take on dual roles of covert operative and ruthless terrorist, where your choices of whom to betray and whom to protect actually affect the outcome of your game.
Experience the relentless tension and gut-wrenching dilemmas of life as a double agent. Lie. Kill. Sabotage. Betray. All to protect the innocent. How far will you go to gain the enemy's trust? As covert operative Sam Fisher, you must infiltrate a vicious terrorist group and destroy it from within. You'll need to carefully weigh the consequences of your actions. Kill too many terrorists and you'll blow your cover. Hesitate and millions will die. Do whatever it takes to complete your mission, but get out alive.
Double agent gameplay and branching storyline - Play both sides and decide between opposing NSA and terrorists objectives. You choose who's priorities to support, and who's to undermine. Your actions affect the story and gameplay, leading to shockingly different endings.
Upgradeable weapons and gadgets - As you progress get access to upgraded prototype gadgets and weapons, like improved night vision, based on your choices and covert skills.
Authentic double agent tactics - Use realistic tactics, based on testimonies of actual undercover agents, to sabotage the enemies' plans.
Use realistic upgradable weapons and gadgets. Play multiplayer or co-op with 2-6 players online or system link.","['Windows PC', 'Xbox 360', 'PlayStation 3']","['Shooter', 'Tactical']",3.1,"1K","5","312","104","138","24","/games/boxart/9620325ccc.jpg","X360","Action","Ubisoft","Ubisoft Shanghai",8.5,0.78,0.67,0.01,0.04,0.06,"17-10-2006",""
"TOM CLANCYS SPLINTER CELL DOUBLE AGENT",33138,"Oct 24, 2006","['Ubisoft Entertainment', 'Ubisoft Montreal']","The best-selling Tom Clancy's Splinter Cell saga takes on an entirely new direction. In the highly anticipated sequel to the 2005 game of the year, Tom Clancy's Splinter Cell Double Agent, play as a double agent spy for the first time ever. Take on dual roles of covert operative and ruthless terrorist, where your choices of whom to betray and whom to protect actually affect the outcome of your game.  

Experience the relentless tension and gut-wrenching dilemmas of life as a double agent. Lie. Kill. Sabotage. Betray. All to protect the innocent. How far will you go to gain the enemy's trust? As covert operative Sam Fisher, you must infiltrate a vicious terrorist group and destroy it from within. You'll need to carefully weigh the consequences of your actions. Kill too many terrorists and you'll blow your cover. Hesitate and millions will die. Do whatever it takes to complete your mission, but get out alive.  

Double agent gameplay and branching storyline - Play both sides and decide between opposing NSA and terrorists objectives. You choose who's priorities to support, and who's to undermine. Your actions affect the story and gameplay, leading to shockingly different endings.  

Upgradeable weapons and gadgets - As you progress get access to upgraded prototype gadgets and weapons, like improved night vision, based on your choices and covert skills.  
Authentic double agent tactics - Use realistic tactics, based on testimonies of actual undercover agents, to sabotage the enemies' plans.  

Use realistic upgradable weapons and gadgets. Play multiplayer or co-op with 2-6 players online or system link.","['Nintendo GameCube', 'Xbox', 'Wii', 'PlayStation 2']","['Shooter', 'Tactical']",3.3,"190","2","75","29","29","9","/games/boxart/9620325ccc.jpg","X360","Action","Ubisoft","Ubisoft Shanghai",8.5,0.78,0.67,0.01,0.04,0.06,"17-10-2006",""
"TOMB RAIDER",40534,"Jun 08, 2000","['Eidos Interactive', 'Core Design']","Tomb Raider is an action-adventure video game released for the Game Boy Color. This release is significant as it is the first portable game in the Tomb Raider series. This version has the standard Tomb Raider gameplay of running, jumping and switch-flipping, but presented in a side-view 2D style, reminiscent of Flashback. At Lara's disposal are 25 or so moves, which are crammed onto the 2 GBC buttons. There are also game-save crystals at special points throughout the levels. Although it shares its title with the first entry in the series, Tomb Raider for Game Boy Color follows a different storyline.","['Game Boy Color']","['Adventure', 'Platform']",2.8,"75","1","36","9","16","0","/games/boxart/8585565ccc.jpg","PS","Action","Eidos Interactive","Core Design Ltd.",8.9,4.63,2.29,0.13,1.97,0.24,"14-11-1996",""
"TOMB RAIDER",1170,"Oct 25, 1996","['Eidos Interactive', 'Core Design']","Tomb Raider is a 3D action game developed by Core Design and published by Eidos Interactive. The game follows the exploits of Lara Croft, a British female archaeologist in search of ancient treasures.
The objective of Tomb Raider is to guide Lara through a series of tombs and other locations in search of treasures and artifacts. On the way, she must kill dangerous animals and other creatures, while collecting objects and solving puzzles to gain access to an ultimate prize, usually a powerful artifact.
The game was critically acclaimed and widely influential, it spawned a number of sequels and a franchise of related media.","['Windows PC', 'PlayStation 3', 'Sega Saturn', 'PlayStation', 'PC DOS', 'PlayStation Vita', 'PlayStation Portable']","['Adventure', 'Platform', 'Puzzle', 'Shooter']",3.3,"3.1K","53","892","312","466","82","/games/boxart/8585565ccc.jpg","PS","Action","Eidos Interactive","Core Design Ltd.",8.9,4.63,2.29,0.13,1.97,0.24,"14-11-1996",""
"TOMB RAIDER",165,"Mar 04, 2013","['Square Enix', 'Crystal Dynamics']","Tomb Raider explores the intense and gritty origin story of Lara Croft and her ascent from a young woman to a hardened survivor. Armed only with raw instincts and the ability to push beyond the limits of human endurance, Lara must fight to unravel the dark history of a forgotten island to escape its relentless hold.","['Windows PC', 'Mac', 'Xbox 360', 'Linux', 'PlayStation 3']","['Adventure', 'Platform', 'Puzzle', 'Shooter']",3.5,"17K","208","3.1K","593","1K","512","/games/boxart/8585565ccc.jpg","PS","Action","Eidos Interactive","Core Design Ltd.",8.9,4.63,2.29,0.13,1.97,0.24,"14-11-1996",""
"TOMB RAIDER II",2125,"Oct 31, 1997","['Eidos Interactive', 'Core Design']","Tomb Raider II is the second game of the Tomb Raider games series. It is an action game with platforming and puzzle-solving elements, similar in concept and gameplay to its predecessor. Most of the gameplay consists of traversing hazardous 3D levels utilizing Lara's athletic skills and solving environmental puzzles. The sequel puts more emphasis on fighting enemies, adding many human foes to the mix. Additional weapons include a harpoon gun, a grenade launcher, and an M16 rifle. Automatic pistols replace the magnums from the first game.","['Windows PC', 'Mac', 'PlayStation 3', 'PlayStation', 'PlayStation Vita', 'PlayStation Portable']","['Adventure', 'Platform', 'Puzzle', 'Shooter']",3.5,"1.7K","14","658","158","276","49","/games/boxart/3330776ccc.jpg","PS","Adventure","Eidos Interactive","Core Design Ltd.",7.6,5.24,2.3,0.2,2.46,0.28,"31-10-1997",""
"TOMB RAIDER III ADVENTURES OF LARA CROFT",2773,"Nov 20, 1998","['Aspyr Media', 'Core Design']","Tomb Raider III: Adventures of Lara Croft is a platform and third-person shooter game developed by Core Design and published by Eidos Interactive. It is the third installment in the Tomb Raider series and the sequel to Tomb Raider II. The gameplay system is similar to the one implemented in the previous game. Lara's abilities include running, jumping, climbing, swimming, rolling, crouching, crawling, sprinting, and swinging on bars and vines. A few new types of hazards have been added in this installment, including cold water in which Lara can swim for a limited amount of time, dangerous underwater creatures (such as piranhas), and the treacherous quicksand, which will swallow the heroine if the player isn't careful and fast enough to prevent her from falling into it.","['Windows PC', 'Mac', 'PlayStation 3', 'PlayStation', 'PlayStation Vita', 'PlayStation Portable']","['Adventure', 'Puzzle', 'Shooter']",3.3,"1.1K","12","585","122","193","23","/games/boxart/4532529ccc.jpg","PS","Adventure","Eidos Interactive","Core Design Ltd.",8.2,3.54,1.66,0.12,1.58,0.18,"21-11-1998",""
"TOMB RAIDER LEGEND",2068,"Apr 07, 2006","['Square Enix', 'Crystal Dynamics']","Tomb Raider: Legend is the seventh major game in the Tomb Raider series, now for the first time developed by Crystal Dynamics, along with the original character designer of the game's protagonist Lara Croft. It serves as a reboot of the franchise, with a new incarnation of Lara Croft. The typical third-person action-adventuring exploring is still present, and Lara can move more freely because she is no longer limited by specific jumps. As you travel through rough environments, you will need to run, dive, swim, climb on poles, ladders, roofs, use zip lines, shimmy, and vault, with acrobatic actions such as somersaults and flips. You need to cross difficult terrain, solve puzzles to advance or open up new areas, and engage in combat.","['Windows PC', 'Xbox 360', 'PlayStation 3', 'OnLive Game System']","['Adventure', 'Platform', 'Shooter', 'Simulator', 'Strategy']",3.4,"2.4K","25","640","144","270","56","/games/boxart/7329621ccc.jpg","X360","Action","Eidos Interactive","Crystal Dynamics",8.1,0.37,0.27,0.01,0.07,0.03,"11-04-2006",""
"TOMB RAIDER UNDERWORLD",15212,"Nov 18, 2008","['Santa Cruz games', 'Eidos Interactive']","Tomb Raider: Underworld is a 2D side-scroller, featuring all the environmental challenges you'd find on other games as well. Lara's move set is almost as vast, and allows her to tackle a wide range of difficulties. The game features almost all of the cinematic sequences from other games, but they are lower resolution and the voice quality is a bit compromised.","['Nintendo DS']","['Adventure', 'Platform', 'Shooter']",3,"54","1","27","3","4","1","/games/boxart/full_6616344AmericaFrontccc.jpg","X360","Adventure","Eidos Interactive","Crystal Dynamics",7.5,1.07,0.53,0.01,0.42,0.11,"18-11-2008",""
"TOMB RAIDER UNDERWORLD",15212,"Nov 18, 2008","['Santa Cruz games', 'Eidos Interactive']","Tomb Raider: Underworld is a 2D side-scroller, featuring all the environmental challenges you'd find on other games as well. Lara's move set is almost as vast, and allows her to tackle a wide range of difficulties. The game features almost all of the cinematic sequences from other games, but they are lower resolution and the voice quality is a bit compromised.","['Nintendo DS']","['Adventure', 'Platform', 'Shooter']",3,"54","1","27","3","4","1","/games/boxart/full_1603834AmericaFrontccc.jpg","PS3","Adventure","Eidos Interactive","Crystal Dynamics",7.8,1.26,0.45,0.05,0.55,0.21,"18-11-2008",""
"TOMB RAIDER UNDERWORLD",2112,"Nov 18, 2008","['Eidos Interactive', 'Crystal Dynamics']","Tomb Raider: Underworld represents a new advancement in exploration-based gameplay. As fearless adventurer Lara Croft explore exotic locations around the world, each designed with an incredible attention to detail resulting in breathtaking high-definition visual fidelity that creates a truly believable world and delivers a new level of challenge and choice.
Reach new heights with the broadest range of acrobatic abilities and utilize objects within the environment to uncover new paths to explore. Discover ancient mysteries of the underworld hidden within the coast of Thailand, frozen islands of the Arctic Sea, the jungles of Mexico, and more.
Each level is an elaborate multi-stage puzzle masked within an interactive environmental playground offering more flexibility over how the area is solved. Choose to pacify or kill, target multiple enemies at once with the new dual-target system, and shoot with one hand while suspended with the other.","['Windows PC', 'Mac', 'Xbox 360', 'PlayStation 3', 'Wii', 'Web browser', 'OnLive Game System', 'PlayStation 2']","['Adventure', 'Platform', 'Shooter']",3.1,"1.9K","22","716","144","227","41","/games/boxart/full_6616344AmericaFrontccc.jpg","X360","Adventure","Eidos Interactive","Crystal Dynamics",7.5,1.07,0.53,0.01,0.42,0.11,"18-11-2008",""
"TOMB RAIDER UNDERWORLD",2112,"Nov 18, 2008","['Eidos Interactive', 'Crystal Dynamics']","Tomb Raider: Underworld represents a new advancement in exploration-based gameplay. As fearless adventurer Lara Croft explore exotic locations around the world, each designed with an incredible attention to detail resulting in breathtaking high-definition visual fidelity that creates a truly believable world and delivers a new level of challenge and choice.
Reach new heights with the broadest range of acrobatic abilities and utilize objects within the environment to uncover new paths to explore. Discover ancient mysteries of the underworld hidden within the coast of Thailand, frozen islands of the Arctic Sea, the jungles of Mexico, and more.
Each level is an elaborate multi-stage puzzle masked within an interactive environmental playground offering more flexibility over how the area is solved. Choose to pacify or kill, target multiple enemies at once with the new dual-target system, and shoot with one hand while suspended with the other.","['Windows PC', 'Mac', 'Xbox 360', 'PlayStation 3', 'Wii', 'Web browser', 'OnLive Game System', 'PlayStation 2']","['Adventure', 'Platform', 'Shooter']",3.1,"1.9K","22","716","144","227","41","/games/boxart/full_1603834AmericaFrontccc.jpg","PS3","Adventure","Eidos Interactive","Crystal Dynamics",7.8,1.26,0.45,0.05,0.55,0.21,"18-11-2008",""
"TONY HAWKS PRO SKATER",1867,"Sep 29, 1999","['Neversoft Entertainment', 'Crave Entertainment']","Take control of real skaters and perform strings of crazy tricks in the first entry of the long-running Tony Hawk skateboarding series.","['PlayStation', 'N-Gage', 'Dreamcast']","['Sport']",3.6,"2.6K","14","170","118","316","75","/games/boxart/full_7000850AmericaFrontccc.jpg","PS","Sports","Activision","Neversoft Entertainment",9.6,5.02,3.42,0.02,1.38,0.2,"31-08-1999",""
"TONY HAWKS PRO SKATER",1867,"Sep 29, 1999","['Neversoft Entertainment', 'Crave Entertainment']","Take control of real skaters and perform strings of crazy tricks in the first entry of the long-running Tony Hawk skateboarding series.","['PlayStation', 'N-Gage', 'Dreamcast']","['Sport']",3.6,"2.6K","14","170","118","316","75","/games/boxart/full_8286007AmericaFrontccc.jpg","GB","Sports","Activision","Natsume",7.1,1.33,0.9,0.01,0.38,0.05,"29-02-2000",""
"TONY HAWKS PRO SKATER",25590,"Mar 22, 2000","['Activision']","This is the first handheld version of Tony Hawk's popular skateboarding game. It bears little resemblance to the original Playstation version. It is composed of two events: a half pipe and a race mode.
Half pipe mode is viewed from a side perspective, similar to the classic Skate or Die game. You perform tricks to achieve a high score. Race mode is viewed from a top-down perspective, where you aim to perform tricks and get to the end quickly.","['Game Boy Color']","['Sport']",3.7,"18","0","3","1","1","0","/games/boxart/full_7000850AmericaFrontccc.jpg","PS","Sports","Activision","Neversoft Entertainment",9.6,5.02,3.42,0.02,1.38,0.2,"31-08-1999",""
"TONY HAWKS PRO SKATER",25590,"Mar 22, 2000","['Activision']","This is the first handheld version of Tony Hawk's popular skateboarding game. It bears little resemblance to the original Playstation version. It is composed of two events: a half pipe and a race mode.
Half pipe mode is viewed from a side perspective, similar to the classic Skate or Die game. You perform tricks to achieve a high score. Race mode is viewed from a top-down perspective, where you aim to perform tricks and get to the end quickly.","['Game Boy Color']","['Sport']",3.7,"18","0","3","1","1","0","/games/boxart/full_8286007AmericaFrontccc.jpg","GB","Sports","Activision","Natsume",7.1,1.33,0.9,0.01,0.38,0.05,"29-02-2000",""
"TONY HAWKS PRO SKATER 2",1375,"Sep 20, 2000","['Aspyr Media', 'Westlake Interactive']","Tony Hawk's Pro Skater 2 redefined an already great game. Its addition of stellar new features (like Create-A-Park), and great game-play tweaks (the manual maneuver will be copied for years to come) made it the best installment in a killer series of games. Anyone who has ever skated the Philadelphia level will agree -- this game is a masterpiece of level design. Hell, it's a masterpiece all around. There isn't a bad park or dull moment, just pure gaming nirvana!","['Windows PC', 'Mac', 'Xbox', 'iOS', 'PlayStation', 'Nintendo 64', 'Dreamcast']","['Sport']",4,"4.5K","21","328","168","537","100","/games/boxart/1600356ccc.jpg","PS","Sports","Activision","Neversoft Entertainment",9.3,4.68,3.05,0.02,1.41,0.2,"20-09-2000",""
"TONY HAWKS PRO SKATER 2",7958,"Apr 01, 2006","['Aspyr Media', 'Neversoft Entertainment']","The sequel to Tony Hawk's Pro Skater adds many new tricks while retaining those from the original, and a complete roster of the greatest skaters worldwide. Among the new tricks is the ""manual"", which allows the player character to balance on two wheels. There are also more options for scoring high-trick combos. Trick combinations can also be edited and customized. It is possible to visit some of the most popular skate parks in the world, or create your own areas and share them with other players. Players can also create their own skaters, with a choice of clothing and official skateboards.","['Windows Mobile']","['Sport']",4,"6","1","1","0","1","0","/games/boxart/1600356ccc.jpg","PS","Sports","Activision","Neversoft Entertainment",9.3,4.68,3.05,0.02,1.41,0.2,"20-09-2000",""
"TONY HAWKS PRO SKATER 2",56846,"Aug 21, 2001","['Vicarious Visions', 'Activision']","The Game Boy Advance port of the second Tony Hawk game.","['Game Boy Advance']","['Sport']",3.2,"40","0","5","1","6","2","/games/boxart/1600356ccc.jpg","PS","Sports","Activision","Neversoft Entertainment",9.3,4.68,3.05,0.02,1.41,0.2,"20-09-2000",""
"TONY HAWKS PRO SKATER 3",1575,"Oct 28, 2001","['Activision', 'Neversoft Entertainment']","You may not be able to live like the legend, but now you can skate like him. Skate as the legendary Tony Hawk or choose from a dream team of 12 top pro skaters, including old favorites like Lasek, Thomas, Muska, and Steamer, as well as new talent like Gilfberg, Caballero, Koston, and Mullen. Or enjoy full customization abilities with the enhanced Create-a-Skater (now including female skaters) and the Skatepark Editor. Travel from L.A. to Tokyo, Suburbia to Skater's Island performing challenges and meeting goals. New moves include the Revert, which allows you to link vert tricks, and flatland tricks such as Caspers, the Primo, and Handstand Manual. If you're good, you can even unlock hidden pro footage.","['Windows PC', 'Mac', 'Nintendo GameCube', 'Xbox', 'PlayStation 2']","['Sport']",4,"3.6K","23","281","156","418","92","/games/boxart/7125264ccc.jpg","PS2","Sports","Activision","Neversoft Entertainment",9.1,4.41,2.66,0.01,1.29,0.46,"28-10-2001",""
"TONY HAWKS PRO SKATER 3",53594,"Aug 20, 2002","['Activision Publishing']","A simpler port of THPS3 for the previous console generation.
You may not be able to live like the legend, but now you can skate like him. Skate as the legendary Tony Hawk or choose from a dream team of 12 top pro skaters, including old favorites like Lasek, Thomas, Muska, and Steamer, as well as new talent like Gilfberg, Caballero, Koston, and Mullen. Or enjoy full customization abilities with the enhanced Create-a-Skater (now including female skaters) and the Skatepark Editor. Travel from L.A. to Tokyo, Suburbia to Skater's Island performing challenges and meeting goals. New moves include the Revert, which allows you to link vert tricks, and flatland tricks such as Caspers, the Primo, and Handstand Manual. If you're good, you can even unlock hidden pro footage.","['PlayStation', 'Nintendo 64']","['Sport']",3.9,"176","0","29","3","23","7","/games/boxart/7125264ccc.jpg","PS2","Sports","Activision","Neversoft Entertainment",9.1,4.41,2.66,0.01,1.29,0.46,"28-10-2001",""
"TONY HAWKS PRO SKATER 4",1848,"Oct 23, 2002","['Activision', 'Neversoft Entertainment']","Drop into the ultimate challenge. In the next chapter in the Tony Hawk series, pros challenge you to make your mark in huge free-roaming levels, taking on 190 progressively harder goals with no time limits to hold you back. Decide when you're ready to take on your Pro Challenge and move into the pro ranks, where it's a whole new game. Build your skills, perform all-new tricks, play up to eight players online, and show that you've got what it takes to go Pro.","['Windows PC', 'Mac', 'Nintendo GameCube', 'Xbox', 'PlayStation 2']","['Sport']",3.7,"2.3K","11","215","99","219","66","/games/boxart/8945880ccc.jpg","PS2","Sports","Activision","Neversoft Entertainment",9.6,3.67,2.13,0.01,1.18,0.35,"23-10-2002",""
"TONY HAWKS PROJECT 8",2278,"Nov 07, 2006","['Activision', 'Shaba Games']","Tony Hawk's Project 8, officially abbreviated as THP8, is a skateboarding video game, the eighth installment in the Tony Hawk's series. It was released on PlayStation 2, PlayStation 3, PSP, Xbox and Xbox 360.
The game begins in the custom skater's hometown in surburbia. After breaking out into the main streets, a team is created by Tony Hawk. The team is called Project 8 and comprises eight skaters. The player character starts ranked 200th and by completing challenges and goals, it will improve his ranking constantly.","['Xbox', 'Xbox 360', 'PlayStation 3', 'PlayStation 2', 'PlayStation Portable']","['Racing', 'Sport']",3,"1K","3","97","39","84","38","/games/boxart/full_5113427AmericaFrontccc.jpg","X360","Sports","Activision","Neversoft Entertainment",8.4,0.49,0.44,0,0.02,0.04,"07-11-2006",""
"TONY HAWKS PROJECT 8",2278,"Nov 07, 2006","['Activision', 'Shaba Games']","Tony Hawk's Project 8, officially abbreviated as THP8, is a skateboarding video game, the eighth installment in the Tony Hawk's series. It was released on PlayStation 2, PlayStation 3, PSP, Xbox and Xbox 360.
The game begins in the custom skater's hometown in surburbia. After breaking out into the main streets, a team is created by Tony Hawk. The team is called Project 8 and comprises eight skaters. The player character starts ranked 200th and by completing challenges and goals, it will improve his ranking constantly.","['Xbox', 'Xbox 360', 'PlayStation 3', 'PlayStation 2', 'PlayStation Portable']","['Racing', 'Sport']",3,"1K","3","97","39","84","38","/games/boxart/full_6809867AmericaFrontccc.jpg","PS3","Sports","Activision","Neversoft Entertainment",7.9,0.63,0.3,0.01,0.23,0.1,"17-11-2006",""
"TONY HAWKS UNDERGROUND",1700,"Oct 27, 2003","['Activision', 'Neversoft Entertainment']","Get ready for a major new step for the Tony Hawk series. Tony Hawk's Underground tweaks the gameplay of previous installments to include a plot-twisting story, customizable tricks and decks, online play, and the ability to include your own mug shot on your custom player. Of course, you can also play as any one of pro skating's biggest stars including Tony Hawk, Bob Burnquist, and Elissa Steamer. Ride, walk, or drive through nine expansive levels then test your skills against other gamers online. Become a star of the Underground.","['Windows PC', 'Nintendo GameCube', 'Xbox', 'PlayStation 2']","['Adventure', 'Racing', 'RPG', 'Sport']",3.9,"3.5K","22","267","127","354","124","/games/boxart/1571136ccc.jpg","PS2","Sports","Activision","Neversoft Entertainment",8.7,3.9,2.29,0.01,1.17,0.42,"27-10-2003",""
"TOO HUMAN",4153,"Aug 19, 2008","['Microsoft Game Studios', 'Silicon Knights']","As the cybernetic god Baldur, players are thrust into the midst of an ongoing battle that threatens the existence of mankind. An ancient machine presence has forced the hand of the gods, and now Baldur is charged with defending humanity from an onslaught of monstrous war machines bent on the eradication of human life.","['Xbox 360']","['Brawler', 'RPG', 'Shooter']",2,"260","5","124","30","62","15","/games/boxart/9145275ccc.jpg","X360","Role-Playing","Microsoft Game Studios","Silicon Knights",6.5,0.78,0.38,0.03,0.3,0.08,"19-08-2008",""
